Kanji,Plain,Plain negative,Past plain,Past plain negative,Present polite,Present polite negative,Past polite,Past polite negative,Potential,Potential negative,Te,Te negative,Imperative,Imperative negative,Volitional,Volitional negative,Ba,Ba negative,Causative,Causative negative,Chau,Chau negative,Chimau,Chimau negative,I,I negative,Nasai imperative,Nasai imperative negative,Passive,Passive negative,Tara,Tara negative,Frequency ranking,Lexeme,Standard Reading (in Hiragana)
付き合う,つきあう,つきあわない,つきあった,つきあわなかった,つきあいます,つきあいません,つきあいました,つきあいません でした,つきあえる,つきあえない,つきあって,つきあわないで,つきあえ,つきあう な,つきあおう,,つきあえば,つきあわなければ,つきあわせる,つきあわせない,つきあっちゃう,,つきあっちまう,,つきあい,,つきあいなさい,,つきあわれる,つきあわれない,つきあったら,つきあわなかったら,1044.0,並ぶ,ならぶ
泣く,なく,なかない,ないた,なかなかった,なきます,なきません,なきました,なきません でした,なける,なけない,ないて,なかないで,なけ,なく な,なこう,,なけば,なかなければ,なかせる,なかせない,ないちゃう,,ないちまう,,なき,,なきなさい,,なかれる,なかれない,ないたら,なかなかったら,1046.0,定める,さだめる
進める,すすめる,すすめない,すすめた,すすめなかった,すすめます,すすめません,すすめました,すすめません でした,すすめられる,すすめられない,すすめて,すすめないで,すすめよ,すすめる な,すすめよう,,すすめれば,すすめなければ,すすめさせる,すすめさせない,すすめちゃう,,すすめちまう,,すすめ,,すすめなさい,,すすめられる,すすめられない,すすめたら,すすめなかったら,1047.0,学ぶ,まなぶ
つながる,つながる,つながらない,つながった,つながらなかった,つながります,つながりません,つながりました,つながりません でした,つながれる,つながれない,つながって,つながらないで,つながれ,つながる な,つながろう,,つながれば,つながらなければ,つながらせる,つながらせない,つながっちゃう,,つながっちまう,,つながり,,つながりなさい,,つながられる,つながられない,つながったら,つながらなかったら,1074.0,頷く,うなずく
あげる,あげる,あげない,あげた,あげなかった,あげます,あげません,あげました,あげません でした,あげられる,あげられない,あげて,あげないで,あげよ,あげる な,あげよう,,あげれば,あげなければ,あげさせる,あげさせない,あげちゃう,,あげちまう,,あげ,,あげなさい,,あげられる,あげられない,あげたら,あげなかったら,1079.0,通る,とおる
とらえる,とらえる,とらえない,とらえた,とらえなかった,とらえます,とらえません,とらえました,とらえません でした,とらえられる,とらえられない,とらえて,とらえないで,とらえよ,とらえる な,とらえよう,,とらえれば,とらえなければ,とらえさせる,とらえさせない,とらえちゃう,,とらえちまう,,とらえ,,とらえなさい,,とらえられる,とらえられない,とらえたら,とらえなかったら,1083.0,運ぶ,はこぶ
見つめる,みつめる,みつめない,みつめた,みつめなかった,みつめます,みつめません,みつめました,みつめません でした,みつめられる,みつめられない,みつめて,みつめないで,みつめよ,みつめる な,みつめよう,,みつめれば,みつめなければ,みつめさせる,みつめさせない,みつめちゃう,,みつめちまう,,みつめ,,みつめなさい,,みつめられる,みつめられない,みつめたら,みつめなかったら,1087.0,伴う,ともなう
喜ぶ,よろこぶ,よろこばない,よろこんだ,よろこばなかった,よろこびます,よろこびません,よろこびました,よろこびません でした,よろこべる,よろこべない,よろこんで,よろこばないで,よろこべ,よろこぶ な,よろこぼう,,よろこべば,よろこばなければ,よろこばせる,よろこばせない,よろこんじゃう,,よろこんじまう,,よろこび,,よろこびなさい,,よろこばれる,よろこばれない,よろこんだら,よろこばなかったら,1088.0,広がる,ひろがる
避ける,さける,さけない,さけた,さけなかった,さけます,さけません,さけました,さけません でした,さけられる,さけられない,さけて,さけないで,さけよ,さける な,さけよう,,さければ,さけなければ,さけさせる,さけさせない,さけちゃう,,さけちまう,,さけ,,さけなさい,,さけられる,さけられない,さけたら,さけなかったら,1093.0,付き合う,つきあう
近づく,ちかづく,ちかづかない,ちかづいた,ちかづかなかった,ちかづきます,ちかづきません,ちかづきました,ちかづきません でした,ちかづける,ちかづけない,ちかづいて,ちかづかないで,ちかづけ,ちかづく な,ちかづこう,,ちかづけば,ちかづかなければ,ちかづかせる,ちかづかせない,ちかづいちゃう,,ちかづいちまう,,ちかづき,,ちかづきなさい,,ちかづかれる,ちかづかれない,ちかづいたら,ちかづかなかったら,1095.0,泣く,なく
届く,とどく,とどかない,とどいた,とどかなかった,とどきます,とどきません,とどきました,とどきません でした,とどける,とどけない,とどいて,とどかないで,とどけ,とどく な,とどこう,,とどけば,とどかなければ,とどかせる,とどかせない,とどいちゃう,,とどいちまう,,とどき,,とどきなさい,,とどかれる,とどかれない,とどいたら,とどかなかったら,1097.0,進める,すすめる
集まる,あつまる,あつまらない,あつまった,あつまらなかった,あつまります,あつまりません,あつまりました,あつまりません でした,あつまれる,あつまれない,あつまって,あつまらないで,あつまれ,あつまる な,あつまろう,,あつまれば,あつまらなければ,あつまらせる,あつまらせない,あつまっちゃう,,あつまっちまう,,あつまり,,あつまりなさい,,あつまられる,あつまられない,あつまったら,あつまらなかったら,1106.0,繋がる,つながる
いらっしゃる,いらっしゃる,いらっしゃらない,いらっしゃった,いらっしゃらなかった,いらっしゃいます,いらっしゃいません,いらっしゃいました,いらっしゃいません でした,いらっしゃれる,いらっしゃれない,いらして,いらっしゃらないで,いらっしゃい,いらっしゃる な,いらっしゃろう,,いらっしゃれば,いらっしゃらなければ,いらっしゃらせる,いらっしゃらせない,いらっしゃっちゃう,,いらっしゃっちまう,,いらっしゃい,,いらっしゃいなさい,,いらっしゃられる,いらっしゃられない,いらっしゃったら,いらっしゃらなかったら,1115.0,挙げる,あげる
